StreetAddress,City,State,ZipCode,AUTO_UNIQUE_ID_2024-05-08_Charissa-Roeuiowaedu_Addresses,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
425 EAST ST S,GRINNELL,IA,50112,1313,fe55d71b-413b-490b-97b8-a6b207ed3368,0.3879676,TAMUGeocoder,5.0.0,1,,41.726798956264,-92.7177054402985,,StreetSegment,Review,98.9940828402367,,987.11,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFE,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,,425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,
720 3RD AVE,GRINNELL,IA,50112,1314,149150a9-9cbd-4dd1-8023-f5e80055f073,0.0786938,TAMUGeocoder,5.0.0,1,,41.7417457855725,-92.7260577745922,,StreetSegment,Match,98.8165680473373,,2947.67,Meters,03,StreetSegmentInterpolation,MMMMMM5MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},720,,,,,,3RD,,AVE,,,,,,,GRINNELL,,,,,IA,50112,,,,,,720,,,,,,3RD,,AVE,,,,,,,GRINNELL,,,,,IA,50112,,,,,
720 3RD AVE,GRINNELL,IA,50112,1315,094909ce-9022-4d34-add8-5d74ce5f00c4,0.061095,TAMUGeocoder,5.0.0,1,,41.7417457855725,-92.7260577745922,,StreetSegment,Match,98.8165680473373,,2947.67,Meters,03,StreetSegmentInterpolation,MMMMMM5MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},720,,,,,,3RD,,AVE,,,,,,,GRINNELL,,,,,IA,50112,,,,,,720,,,,,,3RD,,AVE,,,,,,,GRINNELL,,,,,IA,50112,,,,,
425 EAST ST S,GRINNELL,IA,50112,1316,9ccdb7ca-9fbd-4b9d-a65a-917d7adbe4a9,0.3448807,TAMUGeocoder,5.0.0,1,,41.726798956264,-92.7177054402985,,StreetSegment,Review,98.9940828402367,,987.11,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFE,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,,425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,
425 EAST ST S,GRINNELL,IA,50112,1317,8ba86214-ddd4-4572-b926-cfd30bb2706a,0.3285411,TAMUGeocoder,5.0.0,1,,41.726798956264,-92.7177054402985,,StreetSegment,Review,98.9940828402367,,987.11,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFE,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,,425,,,,,,EAST,,ST,,S,,,,,GRINNELL,,,,,IA,50112,,,,,
501 N FRONT ST,MONTEZUMA,IA,50171,1318,3fd9f552-d4fa-47ae-92da-9c6545e04229,0.0468744,TAMUGeocoder,5.0.0,1,,41.5892365998746,-92.5285522690715,,StreetSegment,Match,97.9289940828402,,2245.35,Meters,03,StreetSegmentInterpolation,MMMMMM7MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},501,,N,,,,FRONT,,ST,,,,,,,MONTEZUMA,,,,,IA,50171,,,,,,501,,N,,,,FRONT,,ST,,,,,,,MONTEZUMA,,,,,IA,50171,,,,,
501 N FRONT ST,MONTEZUMA,IA,50171,1319,58d2af69-1b81-4c7a-a731-ab36e8f66dd2,0.0468781,TAMUGeocoder,5.0.0,1,,41.5892365998746,-92.5285522690715,,StreetSegment,Match,97.9289940828402,,2245.35,Meters,03,StreetSegmentInterpolation,MMMMMM7MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},501,,N,,,,FRONT,,ST,,,,,,,MONTEZUMA,,,,,IA,50171,,,,,,501,,N,,,,FRONT,,ST,,,,,,,MONTEZUMA,,,,,IA,50171,,,,,
108 SOUTH DECATUR,KELLERTON,IA,50133,1320,e96486f1-3a89-4c6d-ad76-3c01c3fdce74,0.0624997,TAMUGeocoder,5.0.0,1,,40.7099472375606,-94.0496054296801,,StreetSegment,Match,97.0414201183432,,2688.27,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},108,,S,,,,DECATUR,,,,,,,,,KELLERTON,,,,,IA,50133,,,,,,108,,S,,,,DECATUR,,,,,,,,,KELLERTON,,,,,IA,50133,,,,,
201 W. MONROE,MOUNT AYR,IA,50854,1321,f77121c5-10bc-45a1-9b6b-6d89a488a8ce,0.0468709,TAMUGeocoder,5.0.0,1,,40.7137879551168,-94.2387649234507,,StreetSegment,Match,97.0414201183432,,1387.2,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},201,,W,,,,MONROE,,,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,,201,,W,,,,MONROE,,,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,
1302 S CLEVELAND ST,MOUNT AYR,IA,50854,1322,48151fdf-cad8-46eb-ba56-899ef0159e86,0.4687732,TAMUGeocoder,5.0.0,1,,40.6910958590698,-94.2153023676033,,ZCTA,Match,100,,350941262.33,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFFB,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1302,,S,,,,CLEVELAND,,ST,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,,1302,,S,,,,CLEVELAND,,ST,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,
201 W. MONROE,MOUNT AYR,IA,50854,1323,092b63e1-898f-4e91-89c8-8de7082f63f2,0.0625147,TAMUGeocoder,5.0.0,1,,40.7137879551168,-94.2387649234507,,StreetSegment,Match,97.0414201183432,,1387.2,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},201,,W,,,,MONROE,,,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,,201,,W,,,,MONROE,,,,,,,,,MOUNT AYR,,,,,IA,50854,,,,,
111 W MAIN ST,TINGLEY,IA,50863,1324,5622dfb8-4428-4528-8e5d-ef26ca21090e,0.408017,TAMUGeocoder,5.0.0,1,,40.8424378064861,-94.16796376085,,ZCTA,Match,100,,78178669.47,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},111,,W,,,,MAIN,,ST,,,,,,,TINGLEY,,,,,IA,50863,,,,,,111,,W,,,,MAIN,,ST,,,,,,,TINGLEY,,,,,IA,50863,,,,,
103 W MAIN ST,ELLSTON,IA,50074,1325,c7b05db7-d094-4eb4-9c0b-9b102ccc3e18,0.3766069,TAMUGeocoder,5.0.0,1,,40.8568176489614,-94.0758466782165,,ZCTA,Match,100,,127815928.31,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFF7,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},103,,W,,,,MAIN,,ST,,,,,,,ELLSTON,,,,,IA,50074,,,,,,103,,W,,,,MAIN,,ST,,,,,,,ELLSTON,,,,,IA,50074,,,,,
103 N BROADWAY ST,DIAGONAL,IA,50845,1326,078db00f-7c2b-494e-be10-696d410a34a1,0.5481429,TAMUGeocoder,5.0.0,1,,40.8187465676668,-94.3523367823105,,ZCTA,Match,100,,285590194.78,Meters,09,AddressZIPCentroid,MMFM3F7MMMFFF7,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},103,,N,,,,BROADWAY,,ST,,,,,,,DIAGONAL,,,,,IA,50845,,,,,,103,,N,,,,BROADWAY,,ST,,,,,,,DIAGONAL,,,,,IA,50845,,,,,
206 N BERLIN,SCHALLER,IA,51053,1327,c3314b88-ae0f-49ec-8beb-69db2a5decc4,0.6577458,TAMUGeocoder,5.0.0,1,,42.5024726486282,-95.28895284174,,StreetSegment,Match,97.0414201183432,,3595.55,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},206,,N,,,,BERLIN,,,,,,,,,SCHALLER,,,,,IA,51053,,,,,,206,,N,,,,BERLIN,,,,,,,,,SCHALLER,,,,,IA,51053,,,,,
501 CHURCH STREET,EARLY,IA,50535,1328,bd4bb0e8-8b42-4f23-b8cb-0a0dabbe7f0f,0.4870057,TAMUGeocoder,5.0.0,1,,42.4636303183006,-95.1461128456719,,StreetSegment,Review,98.9940828402367,,584.13,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},501,,,,,,CHURCH,,ST,,,,,,,EARLY,,,,,IA,50535,,,,,,501,,,,,,CHURCH,,ST,,,,,,,EARLY,,,,,IA,50535,,,,,
501 CHURCH STREET,EARLY,IA,50535,1329,a4694147-2969-40f8-99d1-716e628070af,0.3304787,TAMUGeocoder,5.0.0,1,,42.4636303183006,-95.1461128456719,,StreetSegment,Review,98.9940828402367,,584.13,Meters,03,StreetSegmentInterpolation,MMMM32MMMFFFFC,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},501,,,,,,CHURCH,,ST,,,,,,,EARLY,,,,,IA,50535,,,,,,501,,,,,,CHURCH,,ST,,,,,,,EARLY,,,,,IA,50535,,,,,
416 PARK AVE,SAC CITY,IA,50583,1330,491992a0-c7a6-4cc5-b30f-cfed214e8f16,0.6736678,TAMUGeocoder,5.0.0,1,,42.4198441159529,-94.979371909915,,StreetSegment,Match,100,,3242.59,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},416,,,,,,PARK,,AVE,,,,,,,SAC CITY,,,,,IA,50583,,,,,,416,,,,,,PARK,,AVE,,,,,,,SAC CITY,,,,,IA,50583,,,,,
416 PARK AVE,SAC CITY,IA,50583,1331,338558b6-c68b-4bc0-9f2a-dcf2c4f45765,0.4873564,TAMUGeocoder,5.0.0,1,,42.4198441159529,-94.979371909915,,StreetSegment,Match,100,,3242.59,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFF,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},416,,,,,,PARK,,AVE,,,,,,,SAC CITY,,,,,IA,50583,,,,,,416,,,,,,PARK,,AVE,,,,,,,SAC CITY,,,,,IA,50583,,,,,
116 2ND STREET,ODEBOLT,IA,51458,1332,4c6e19ba-0152-4daa-a6d9-18ba1a694179,0.687647,TAMUGeocoder,5.0.0,1,,42.3119806600948,-95.2498814278772,,StreetSegment,Match,97.9289940828402,,1874.3,Meters,03,StreetSegmentInterpolation,MMMMMFAMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,BrokenTie,2,,ReturnAll,,FeatureClassBased,,{},116,,,,,,2ND,,ST,,,,,,,ODEBOLT,,,,,IA,51458,,,,,,116,,,,,,2ND,,ST,,,,,,,ODEBOLT,,,,,IA,51458,,,,,
312 S MAIN ST,LAKE VIEW,IA,51450,1333,350935ab-3636-426a-b5e0-2387756980d4,0.5023519,TAMUGeocoder,5.0.0,1,,42.3059989208008,-95.0516619733085,,StreetSegment,Match,97.9289940828402,,2402.49,Meters,03,StreetSegmentInterpolation,MMMMMF7MMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},312,,S,,,,MAIN,,ST,,,,,,,LAKE VIEW,,,,,IA,51450,,,,,,312,,S,,,,MAIN,,ST,,,,,,,LAKE VIEW,,,,,IA,51450,,,,,
209 PINE STREET,AUBURN,IA,51433,1334,6693ca74-4342-4025-9e3c-7e85eeb7345e,0.0943311,TAMUGeocoder,5.0.0,1,,42.2505532376556,-94.8777251850499,,StreetSegment,Match,100,,2651.12,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},209,,,,,,PINE,,ST,,,,,,,AUBURN,,,,,IA,51433,,,,,,209,,,,,,PINE,,ST,,,,,,,AUBURN,,,,,IA,51433,,,,,
108 W 1ST ST,WALL LAKE,IA,51466,1335,2693a08a-bfee-4ece-b9f7-7185c28420f2,0.1880755,TAMUGeocoder,5.0.0,1,,42.2709068629168,-95.0905497090035,,StreetSegment,Match,97.9289940828402,,2762.6,Meters,03,StreetSegmentInterpolation,MMMMMM7MMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},108,,W,,,,1ST,,ST,,,,,,,WALL LAKE,,,,,IA,51466,,,,,,108,,W,,,,1ST,,ST,,,,,,,WALL LAKE,,,,,IA,51466,,,,,
302 N MAIN ST,DONAHUE,IA,52746,1336,c0868803-0f7d-4431-af72-e50bee350fdc,0.0319572,TAMUGeocoder,5.0.0,1,,41.6968143100974,-90.6758356801009,,BuildingCentroid,Match,100,,716.13,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},302,,N,,,,MAIN,,ST,,,,,,,DONAHUE,,,,,IA,52746,,,,,,302,,N,,,,MAIN,,ST,,,,,,,DONAHUE,,,,,IA,52746,,,,,
2204 GRANT ST,BETTENDORF,IA,52722,1337,187547e8-24fd-44c4-80de-3375d99f2f9b,0.0943046,TAMUGeocoder,5.0.0,1,,41.5272863199723,-90.5017583799147,,Parcel,Match,100,,15729.16,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2204,,,,,,GRANT,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,2204,,,,,,GRANT,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
729 21ST ST,BETTENDORF,IA,52722,1338,9dba17f8-1284-487e-8d6b-61e32fce067e,0.0781235,TAMUGeocoder,5.0.0,1,,41.5298530562992,-90.503286261122,,StreetSegment,Match,100,,2089.04,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},729,,,,,,21ST,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,729,,,,,,21ST,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
1330 SPRUCE HILLS DR,BETTENDORF,IA,52722,1339,f9612415-6735-497b-b2e4-198f130d5df3,0.0468759,TAMUGeocoder,5.0.0,1,,41.5541791318158,-90.513447582396,,Parcel,Match,100,,29577.53,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1330,,,,,,SPRUCE HILLS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,1330,,,,,,SPRUCE HILLS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
1642 TANGLE FOOT LN,BETTENDORF,IA,52722,1340,1369135a-980a-4877-bbb1-e8e35b3cb1d1,0.0632056,TAMUGeocoder,5.0.0,1,,41.5609691224809,-90.5083843549181,,Parcel,Match,100,,8715.21,Meters,02,Parcel,MM2MMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1642,,,,,,TANGLE FOOT,,LN,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,1642,,,,,,TANGLE FOOT,,LN,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
2950 LEARNING CAMPUS DR,BETTENDORF,IA,52722,1341,d6954862-7823-41ed-9ef1-ce766df17ea0,0.0468761,TAMUGeocoder,5.0.0,1,,41.55261585366,-90.5012145218271,,BuildingCentroid,Match,100,,4052.49,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2950,,,,,,LEARNING CAMPUS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,2950,,,,,,LEARNING CAMPUS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
3593 MIDDLE RD,BETTENDORF,IA,52722,1342,e7412d08-bec8-4480-a4cd-b9991d341c61,0.0937548,TAMUGeocoder,5.0.0,1,,41.5511792705762,-90.4808871615963,,Parcel,Match,100,,37200.45,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3593,,,,,,MIDDLE,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,3593,,,,,,MIDDLE,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
2950 LEARNING CAMPUS DR,BETTENDORF,IA,52722,1343,175e655f-4477-435c-845c-282118047b34,0.0156128,TAMUGeocoder,5.0.0,1,,41.55261585366,-90.5012145218271,,BuildingCentroid,Match,100,,4052.49,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2950,,,,,,LEARNING CAMPUS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,2950,,,,,,LEARNING CAMPUS,,DR,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
4403 DEVILS GLEN RD,BETTENDORF,IA,52722,1344,82534d0b-f673-4a06-b70a-789c57946263,0.0937619,TAMUGeocoder,5.0.0,1,,41.5657393765957,-90.4802933989883,,Parcel,Match,100,,118668.96,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4403,,,,,,DEVILS GLEN,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,4403,,,,,,DEVILS GLEN,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
4097 18TH ST,BETTENDORF,IA,52722,1345,8d257660-9256-425f-a16f-91f90042cdd9,0.0474881,TAMUGeocoder,5.0.0,1,,41.5635525255909,-90.496398309327,,BuildingCentroid,Match,100,,4076.8,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4097,,,,,,18TH,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,4097,,,,,,18TH,,ST,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
4250 MIDDLE RD,BETTENDORF,IA,52722,1346,27a125f5-b9fc-458c-a314-22e2ad7946fc,0.046873,TAMUGeocoder,5.0.0,1,,41.5579496964773,-90.4711700214216,,StreetSegment,Match,100,,18413.82,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4250,,,,,,MIDDLE,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,4250,,,,,,MIDDLE,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
5002 CROW CREEK RD,BETTENDORF,IA,52722,1347,e799aa95-f03c-487c-96c3-d98dbc02e9c5,0.0468815,TAMUGeocoder,5.0.0,1,,41.5687210310333,-90.4632361455573,,BuildingCentroid,Match,100,,1227.02,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},5002,,,,,,CROW CREEK,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,,5002,,,,,,CROW CREEK,,RD,,,,,,,BETTENDORF,,,,,IA,52722,,,,,
329 DODGE ST,BUFFALO,IA,52728,1348,30a08369-73fb-4982-ac2f-bc9c13bc3da8,0.0781577,TAMUGeocoder,5.0.0,1,,41.4580384430437,-90.7161514337303,,Parcel,Match,100,,20031.59,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},329,,,,,,DODGE,,ST,,,,,,,BUFFALO,,,,,IA,52728,,,,,,329,,,,,,DODGE,,ST,,,,,,,BUFFALO,,,,,IA,52728,,,,,
606 W MAYNE ST,BLUE GRASS,IA,52726,1349,29db1fc7-90a8-4de6-a94f-224ef9f5fa45,0.4546865,TAMUGeocoder,5.0.0,1,,41.5098706592625,-90.7764592378159,,Parcel,Review,96,,11242.4,Meters,02,Parcel,MMMM33MMMFFFFD,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},606,,W,,,,MAYNE,,ST,,,,,,,BLUE GRASS,,,,,IA,52726,,,,,,606,,W,,,,MAYNE,,ST,,,,,,,BLUE GRASS,,,,,IA,52726,,,,,
426 CLARK ST,BUFFALO,IA,52728,1350,c1e6290e-abff-46d4-965a-ca8fa7ac9153,0.0937536,TAMUGeocoder,5.0.0,1,,41.4591367525312,-90.7204399331807,,Parcel,Match,100,,7262.48,Meters,02,Parcel,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},426,,,,,,CLARK,,ST,,,,,,,BUFFALO,,,,,IA,52728,,,,,,426,,,,,,CLARK,,ST,,,,,,,BUFFALO,,,,,IA,52728,,,,,
3000 N FAIRMOUNT ST,DAVENPORT,IA,52804,1351,cc9631d6-8b30-4968-932c-c486f14c6993,0.3906134,TAMUGeocoder,5.0.0,1,,41.5515359297836,-90.6308601798968,,Parcel,Review,96,,27256.82,Meters,02,Parcel,MMMM33MMMFFFFD,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,BrokenTie,2,,ReturnAll,,FeatureClassBased,,{},3000,,N,,,,FAIRMOUNT,,ST,,,,,,,DAVENPORT,,,,,IA,52804,,,,,,3000,,N,,,,FAIRMOUNT,,ST,,,,,,,DAVENPORT,,,,,IA,52804,,,,,
4209 W LOCUST ST,DAVENPORT,IA,52804,1352,5c0fb521-4cf9-4ff2-b20e-ebd991e8fd1d,0.3398767,TAMUGeocoder,5.0.0,1,,41.5371869223461,-90.6365769492025,,Parcel,Review,96,,17342.97,Meters,02,Parcel,MMMM33MMMFFFFD,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4209,,W,,,,LOCUST,,ST,,,,,,,DAVENPORT,,,,,IA,52804,,,,,,4209,,W,,,,LOCUST,,ST,,,,,,,DAVENPORT,,,,,IA,52804,,,,,
3834 ROCKINGHAM RD,DAVENPORT,IA,52802,1353,675c8072-908e-48e9-bedf-6340d849f903,0.2656262,TAMUGeocoder,5.0.0,1,,41.5108220634456,-90.6324639392095,,Parcel,Review,96,,22835.53,Meters,02,Parcel,MMMM33MMMFFFFD,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3834,,,,,,ROCKINGHAM,,RD,,,,,,,DAVENPORT,,,,,IA,52802,,,,,,3834,,,,,,ROCKINGHAM,,RD,,,,,,,DAVENPORT,,,,,IA,52802,,,,,
2363 W 3RD ST,DAVENPORT,IA,52802,1354,4ed64e67-19ba-41c9-88be-cb1b76618a44,0.4232071,TAMUGeocoder,5.0.0,1,,41.5219551167339,-90.61535678776,,BuildingCentroid,Review,96,,2654.14,Meters,00,AddressPoint,MMMM33MMMFFFFE,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},2363,,W,,,,3RD,,ST,,,,,,,DAVENPORT,,,,,IA,52802,,,,,,2363,,W,,,,3RD,,ST,,,,,,,DAVENPORT,,,,,IA,52802,,,,,
